table_name,column_name,data_type,udt_name,is_nullable,column_default
v_platform_admin_escalated_reports,user_description,text,text,YES,null
v_platform_admin_escalated_reports,status,text,text,YES,null
v_platform_admin_escalated_reports,escalation_level,text,text,YES,null
v_platform_admin_escalated_reports,assigned_to_user_id,uuid,uuid,YES,null
v_platform_admin_escalated_reports,resolution_id,uuid,uuid,YES,null
v_platform_admin_escalated_reports,resolution_notes,text,text,YES,null
v_platform_admin_escalated_reports,vertical_admin_notes,text,text,YES,null
v_platform_admin_escalated_reports,escalated_at,timestamp with time zone,timestamptz,YES,null
v_platform_admin_escalated_reports,escalated_by_user_id,uuid,uuid,YES,null
v_platform_admin_escalated_reports,platform_admin_notes,text,text,YES,null
v_platform_admin_escalated_reports,resolved_at,timestamp with time zone,timestamptz,YES,null
v_platform_admin_escalated_reports,resolved_by_user_id,uuid,uuid,YES,null
v_platform_admin_escalated_reports,created_at,timestamp with time zone,timestamptz,YES,null
v_platform_admin_escalated_reports,updated_at,timestamp with time zone,timestamptz,YES,null
v_platform_admin_escalated_reports,vertical_name,text,text,YES,null
v_platform_admin_escalated_reports,vertical_slug,text,text,YES,null
v_platform_admin_escalated_reports,error_message,text,text,YES,null
v_platform_admin_escalated_reports,error_context,jsonb,jsonb,YES,null
v_platform_admin_escalated_reports,error_breadcrumbs,jsonb,jsonb,YES,null
v_platform_admin_escalated_reports,resolution_status,text,text,YES,null
v_platform_admin_escalated_reports,resolution_fix,text,text,YES,null
v_verified_solutions,error_code,text,text,YES,null
v_verified_solutions,attempted_fix,text,text,YES,null
v_verified_solutions,migration_file,text,text,YES,null
v_verified_solutions,verification_method,text,text,YES,null
v_verified_solutions,verified_at,timestamp with time zone,timestamptz,YES,null
v_verified_solutions,verified_by,text,text,YES,null
v_vertical_admin_pending_reports,id,uuid,uuid,YES,null
v_vertical_admin_pending_reports,error_code,text,text,YES,null
v_vertical_admin_pending_reports,trace_id,text,text,YES,null
v_vertical_admin_pending_reports,vertical_id,text,text,YES,null
v_vertical_admin_pending_reports,page_url,text,text,YES,null
v_vertical_admin_pending_reports,user_agent,text,text,YES,null
v_vertical_admin_pending_reports,reported_by_user_id,uuid,uuid,YES,null
v_vertical_admin_pending_reports,reporter_email,text,text,YES,null
v_vertical_admin_pending_reports,user_description,text,text,YES,null
v_vertical_admin_pending_reports,status,text,text,YES,null
v_vertical_admin_pending_reports,escalation_level,text,text,YES,null
v_vertical_admin_pending_reports,assigned_to_user_id,uuid,uuid,YES,null
v_vertical_admin_pending_reports,resolution_id,uuid,uuid,YES,null
v_vertical_admin_pending_reports,resolution_notes,text,text,YES,null
v_vertical_admin_pending_reports,vertical_admin_notes,text,text,YES,null
v_vertical_admin_pending_reports,escalated_at,timestamp with time zone,timestamptz,YES,null
v_vertical_admin_pending_reports,escalated_by_user_id,uuid,uuid,YES,null
v_vertical_admin_pending_reports,platform_admin_notes,text,text,YES,null
v_vertical_admin_pending_reports,resolved_at,timestamp with time zone,timestamptz,YES,null
v_vertical_admin_pending_reports,resolved_by_user_id,uuid,uuid,YES,null
v_vertical_admin_pending_reports,created_at,timestamp with time zone,timestamptz,YES,null
v_vertical_admin_pending_reports,updated_at,timestamp with time zone,timestamptz,YES,null
v_vertical_admin_pending_reports,vertical_name,text,text,YES,null
v_vertical_admin_pending_reports,vertical_slug,text,text,YES,null
v_vertical_admin_pending_reports,error_message,text,text,YES,null
v_vertical_admin_pending_reports,error_context,jsonb,jsonb,YES,null
v_vertical_admin_pending_reports,error_breadcrumbs,jsonb,jsonb,YES,null
vendor_activity_flags,id,uuid,uuid,NO,uuid_generate_v4()
vendor_activity_flags,vendor_profile_id,uuid,uuid,NO,null
vendor_activity_flags,vertical_id,text,text,NO,null
vendor_activity_flags,reason,USER-DEFINED,vendor_flag_reason,NO,null
vendor_activity_flags,status,USER-DEFINED,vendor_flag_status,NO,'pending'::vendor_flag_status
vendor_activity_flags,details,jsonb,jsonb,YES,'{}'::jsonb
vendor_activity_flags,resolved_at,timestamp with time zone,timestamptz,YES,null
vendor_activity_flags,resolved_by,uuid,uuid,YES,null
vendor_activity_flags,resolution_notes,text,text,YES,null
vendor_activity_flags,action_taken,text,text,YES,null
vendor_activity_flags,created_at,timestamp with time zone,timestamptz,YES,now()
vendor_activity_flags,updated_at,timestamp with time zone,timestamptz,YES,now()
vendor_activity_scan_log,id,uuid,uuid,NO,uuid_generate_v4()
vendor_activity_scan_log,vertical_id,text,text,YES,null
vendor_activity_scan_log,vendors_scanned,integer,int4,NO,0
vendor_activity_scan_log,new_flags_created,integer,int4,NO,0
vendor_activity_scan_log,flags_auto_resolved,integer,int4,NO,0
vendor_activity_scan_log,flags_by_reason,jsonb,jsonb,YES,'{}'::jsonb
vendor_activity_scan_log,started_at,timestamp with time zone,timestamptz,NO,now()
vendor_activity_scan_log,completed_at,timestamp with time zone,timestamptz,YES,null
vendor_activity_scan_log,duration_ms,integer,int4,YES,null
vendor_activity_scan_log,status,text,text,NO,'running'::text
vendor_activity_scan_log,error_message,text,text,YES,null
vendor_activity_settings,id,uuid,uuid,NO,uuid_generate_v4()
vendor_activity_settings,vertical_id,text,text,NO,null
vendor_activity_settings,monitoring_enabled,boolean,bool,NO,true
vendor_activity_settings,days_no_login_threshold,integer,int4,NO,90
vendor_activity_settings,days_no_orders_threshold,integer,int4,NO,120
vendor_activity_settings,days_no_listing_activity_threshold,integer,int4,NO,180
vendor_activity_settings,days_incomplete_onboarding_threshold,integer,int4,NO,30
vendor_activity_settings,check_no_login,boolean,bool,NO,true
vendor_activity_settings,check_no_orders,boolean,bool,NO,true
vendor_activity_settings,check_no_listing_activity,boolean,bool,NO,true
vendor_activity_settings,check_no_published_listings,boolean,bool,NO,true
vendor_activity_settings,check_incomplete_onboarding,boolean,bool,NO,true
vendor_activity_settings,updated_at,timestamp with time zone,timestamptz,YES,now()
vendor_activity_settings,updated_by,uuid,uuid,YES,null
vendor_activity_settings,created_at,timestamp with time zone,timestamptz,YES,now()
vendor_date_blackouts,id,uuid,uuid,NO,gen_random_uuid()
vendor_date_blackouts,vendor_profile_id,uuid,uuid,NO,null
vendor_date_blackouts,market_id,uuid,uuid,NO,null
vendor_date_blackouts,blackout_date,date,date,NO,null
vendor_date_blackouts,source_event_market_id,uuid,uuid,YES,null
vendor_date_blackouts,reason,text,text,YES,null
vendor_date_blackouts,created_at,timestamp with time zone,timestamptz,NO,now()
vendor_favorites,id,uuid,uuid,NO,gen_random_uuid()
vendor_favorites,user_id,uuid,uuid,NO,null
vendor_favorites,vendor_profile_id,uuid,uuid,NO,null
vendor_favorites,created_at,timestamp with time zone,timestamptz,NO,now()
vendor_fee_balance,id,uuid,uuid,NO,uuid_generate_v4()
vendor_fee_balance,vendor_profile_id,uuid,uuid,NO,null
vendor_fee_balance,balance_cents,integer,int4,NO,0
vendor_fee_balance,oldest_unpaid_at,timestamp with time zone,timestamptz,YES,null
vendor_fee_balance,last_invoice_at,timestamp with time zone,timestamptz,YES,null
vendor_fee_balance,created_at,timestamp with time zone,timestamptz,YES,now()
vendor_fee_balance,updated_at,timestamp with time zone,timestamptz,YES,now()
vendor_fee_ledger,id,uuid,uuid,NO,uuid_generate_v4()
vendor_fee_ledger,vendor_profile_id,uuid,uuid,NO,null
vendor_fee_ledger,order_id,uuid,uuid,YES,null
vendor_fee_ledger,amount_cents,integer,int4,NO,null
vendor_fee_ledger,type,text,text,NO,null
vendor_fee_ledger,description,text,text,YES,null
vendor_fee_ledger,created_at,timestamp with time zone,timestamptz,YES,now()
vendor_fee_ledger,order_item_id,uuid,uuid,YES,null
vendor_feedback,id,uuid,uuid,NO,gen_random_uuid()
vendor_feedback,vendor_profile_id,uuid,uuid,NO,null
vendor_feedback,user_id,uuid,uuid,NO,null
vendor_feedback,vertical_id,text,text,NO,null
vendor_feedback,category,USER-DEFINED,vendor_feedback_category,NO,null
vendor_feedback,message,text,text,NO,null
vendor_feedback,market_name,text,text,YES,null
vendor_feedback,market_location,text,text,YES,null
vendor_feedback,market_schedule,text,text,YES,null
vendor_feedback,status,USER-DEFINED,feedback_status,YES,'new'::feedback_status
vendor_feedback,admin_notes,text,text,YES,null
vendor_feedback,resolved_at,timestamp with time zone,timestamptz,YES,null
vendor_feedback,resolved_by,uuid,uuid,YES,null
vendor_feedback,created_at,timestamp with time zone,timestamptz,YES,now()
vendor_feedback,updated_at,timestamp with time zone,timestamptz,YES,now()
vendor_leads,id,uuid,uuid,NO,gen_random_uuid()
vendor_leads,vertical_id,text,text,NO,'food_trucks'::text
vendor_leads,business_name,text,text,NO,null
vendor_leads,first_name,text,text,NO,null
vendor_leads,last_name,text,text,NO,null
vendor_leads,phone,text,text,NO,null
vendor_leads,email,text,text,NO,null
vendor_leads,social_link,text,text,YES,null
vendor_leads,website,text,text,YES,null
vendor_leads,interested_in_demo,boolean,bool,NO,false
vendor_leads,questions,text,text,YES,null
vendor_leads,status,text,text,NO,'new'::text
vendor_leads,notes,text,text,YES,null
vendor_leads,created_at,timestamp with time zone,timestamptz,NO,now()
vendor_leads,updated_at,timestamp with time zone,timestamptz,NO,now()
vendor_location_cache,id,uuid,uuid,NO,gen_random_uuid()
vendor_location_cache,vendor_profile_id,uuid,uuid,NO,null
vendor_location_cache,latitude,numeric,numeric,NO,null
vendor_location_cache,longitude,numeric,numeric,NO,null
vendor_location_cache,location_source,text,text,NO,null
vendor_location_cache,source_market_id,uuid,uuid,YES,null
vendor_location_cache,vertical_id,text,text,YES,null
vendor_location_cache,updated_at,timestamp with time zone,timestamptz,YES,now()
vendor_market_agreement_acceptances,id,uuid,uuid,NO,gen_random_uuid()
vendor_market_agreement_acceptances,vendor_profile_id,uuid,uuid,NO,null
vendor_market_agreement_acceptances,market_id,uuid,uuid,NO,null
vendor_market_agreement_acceptances,accepted_at,timestamp with time zone,timestamptz,NO,now()
vendor_market_agreement_acceptances,statements_snapshot,jsonb,jsonb,NO,null
vendor_market_agreement_acceptances,agreement_version,text,text,YES,null
vendor_market_agreement_acceptances,created_at,timestamp with time zone,timestamptz,NO,now()
vendor_market_schedules,id,uuid,uuid,NO,gen_random_uuid()
vendor_market_schedules,vendor_profile_id,uuid,uuid,NO,null
vendor_market_schedules,market_id,uuid,uuid,NO,null
vendor_market_schedules,schedule_id,uuid,uuid,NO,null
vendor_market_schedules,is_active,boolean,bool,YES,true
vendor_market_schedules,created_at,timestamp with time zone,timestamptz,YES,now()
vendor_market_schedules,updated_at,timestamp with time zone,timestamptz,YES,now()
vendor_market_schedules,vendor_start_time,time without time zone,time,YES,null
vendor_market_schedules,vendor_end_time,time without time zone,time,YES,null
vendor_offers,id,uuid,uuid,NO,gen_random_uuid()
vendor_offers,vendor_profile_id,uuid,uuid,NO,null
vendor_offers,vertical_id,text,text,NO,null
vendor_offers,kind,text,text,NO,null
vendor_offers,enabled,boolean,bool,NO,false
vendor_offers,config,jsonb,jsonb,NO,'{}'::jsonb
vendor_offers,created_at,timestamp with time zone,timestamptz,NO,now()
vendor_offers,updated_at,timestamp with time zone,timestamptz,NO,now()
vendor_payouts,id,uuid,uuid,NO,uuid_generate_v4()
vendor_payouts,order_item_id,uuid,uuid,YES,null
vendor_payouts,vendor_profile_id,uuid,uuid,NO,null
vendor_payouts,amount_cents,integer,int4,NO,null
vendor_payouts,stripe_transfer_id,text,text,YES,null
vendor_payouts,status,USER-DEFINED,payout_status,NO,'pending'::payout_status
vendor_payouts,transferred_at,timestamp with time zone,timestamptz,YES,null
vendor_payouts,created_at,timestamp with time zone,timestamptz,YES,now()
vendor_payouts,updated_at,timestamp with time zone,timestamptz,YES,now()
vendor_payouts,market_box_pickup_id,uuid,uuid,YES,null
vendor_payouts,market_box_subscription_id,uuid,uuid,YES,null
vendor_profiles,id,uuid,uuid,NO,uuid_generate_v4()
vendor_profiles,user_id,uuid,uuid,YES,null
vendor_profiles,organization_id,uuid,uuid,YES,null
vendor_profiles,vertical_id,text,text,NO,null
vendor_profiles,status,USER-DEFINED,vendor_status,YES,'draft'::vendor_status
vendor_profiles,profile_data,jsonb,jsonb,YES,'{}'::jsonb
vendor_profiles,created_at,timestamp with time zone,timestamptz,YES,now()
vendor_profiles,updated_at,timestamp with time zone,timestamptz,YES,now()
vendor_profiles,deleted_at,timestamp with time zone,timestamptz,YES,null
vendor_profiles,stripe_account_id,text,text,YES,null
vendor_profiles,stripe_onboarding_complete,boolean,bool,YES,false
vendor_profiles,stripe_charges_enabled,boolean,bool,YES,false
vendor_profiles,stripe_payouts_enabled,boolean,bool,YES,false
vendor_profiles,tier,text,text,YES,'standard'::text
vendor_profiles,profile_image_url,text,text,YES,null
vendor_profiles,description,text,text,YES,null
vendor_profiles,social_links,jsonb,jsonb,YES,'{}'::jsonb
vendor_profiles,home_market_id,uuid,uuid,YES,null
vendor_profiles,latitude,numeric,numeric,YES,null
vendor_profiles,longitude,numeric,numeric,YES,null
vendor_profiles,geocoding_failed,boolean,bool,YES,false
vendor_profiles,referral_code,text,text,YES,null
vendor_profiles,referred_by_vendor_id,uuid,uuid,YES,null
vendor_profiles,is_founding_vendor,boolean,bool,YES,false
vendor_profiles,founding_vendor_granted_at,timestamp with time zone,timestamptz,YES,null
vendor_profiles,last_active_at,timestamp with time zone,timestamptz,YES,null
vendor_profiles,last_login_at,timestamp with time zone,timestamptz,YES,null
vendor_profiles,first_listing_at,timestamp with time zone,timestamptz,YES,null
vendor_profiles,approved_at,timestamp with time zone,timestamptz,YES,null
vendor_profiles,average_rating,numeric,numeric,YES,null
vendor_profiles,rating_count,integer,int4,YES,0
vendor_profiles,subscription_status,text,text,YES,null
vendor_profiles,subscription_cycle,text,text,YES,null
vendor_profiles,tier_started_at,timestamp with time zone,timestamptz,YES,null
vendor_profiles,tier_expires_at,timestamp with time zone,timestamptz,YES,null
vendor_profiles,stripe_customer_id,text,text,YES,null
vendor_profiles,venmo_username,text,text,YES,null
vendor_profiles,cashapp_cashtag,text,text,YES,null
vendor_profiles,paypal_username,text,text,YES,null
vendor_profiles,accepts_cash_at_pickup,boolean,bool,YES,false
vendor_profiles,certifications,jsonb,jsonb,YES,'[]'::jsonb
vendor_profiles,orders_confirmed_count,integer,int4,NO,0
vendor_profiles,orders_cancelled_after_confirm_count,integer,int4,NO,0
vendor_profiles,cancellation_warning_sent_at,timestamp with time zone,timestamptz,YES,null
vendor_profiles,stripe_subscription_id,text,text,YES,null
vendor_profiles,trial_started_at,timestamp with time zone,timestamptz,YES,null
vendor_profiles,trial_ends_at,timestamp with time zone,timestamptz,YES,null
vendor_profiles,trial_grace_ends_at,timestamp with time zone,timestamptz,YES,null
vendor_profiles,event_approved,boolean,bool,YES,false
vendor_profiles,event_approved_at,timestamp with time zone,timestamptz,YES,null
vendor_profiles,pickup_lead_minutes,integer,int4,YES,30
vendor_profiles,cover_image_url,text,text,YES,null
vendor_profiles,vendor_fee_override_percent,numeric,numeric,YES,null
vendor_profiles,fee_discount_code,text,text,YES,null
vendor_profiles,fee_discount_approved_by,uuid,uuid,YES,null
vendor_profiles,fee_discount_approved_at,timestamp with time zone,timestamptz,YES,null
vendor_profiles,market_box_frequency,text,text,NO,'weekly'::text
vendor_profiles,production_category,ARRAY,_text,YES,null
vendor_profiles,sell_eligible,boolean,bool,NO,true
vendor_profiles,pickup_capacity_total_per_slot,integer,int4,YES,null
vendor_profiles,pickup_capacity_app_orders,integer,int4,YES,null
vendor_profiles,pickup_capacity_avg_items,integer,int4,YES,null
vendor_profiles,pickup_capacity_items,integer,int4,YES,null
vendor_profiles,pickup_capacity_slot_minutes,integer,int4,YES,null
vendor_profiles,bundles_opt_out,boolean,bool,NO,false
vendor_quality_findings,id,uuid,uuid,NO,gen_random_uuid()
vendor_quality_findings,vendor_profile_id,uuid,uuid,NO,null
vendor_quality_findings,vertical_id,text,text,NO,null
vendor_quality_findings,check_type,text,text,NO,null
vendor_quality_findings,severity,text,text,NO,null
vendor_quality_findings,title,text,text,NO,null
vendor_quality_findings,message,text,text,NO,null
vendor_quality_findings,details,jsonb,jsonb,YES,'{}'::jsonb
vendor_quality_findings,reference_key,text,text,NO,null
vendor_quality_findings,status,text,text,NO,'active'::text
vendor_quality_findings,batch_id,uuid,uuid,YES,null
vendor_quality_findings,dismissed_at,timestamp with time zone,timestamptz,YES,null
vendor_quality_findings,created_at,timestamp with time zone,timestamptz,NO,now()
vendor_quality_scan_log,id,uuid,uuid,NO,gen_random_uuid()
vendor_quality_scan_log,started_at,timestamp with time zone,timestamptz,NO,now()
vendor_quality_scan_log,completed_at,timestamp with time zone,timestamptz,YES,null
vendor_quality_scan_log,vendors_scanned,integer,int4,NO,0
vendor_quality_scan_log,findings_created,integer,int4,NO,0
vendor_quality_scan_log,findings_by_check,jsonb,jsonb,YES,'{}'::jsonb
vendor_quality_scan_log,status,text,text,NO,'running'::text
vendor_quality_scan_log,error_message,text,text,YES,null
vendor_quality_scan_log,created_at,timestamp with time zone,timestamptz,NO,now()
vendor_referral_credits,id,uuid,uuid,NO,uuid_generate_v4()
vendor_referral_credits,referrer_vendor_id,uuid,uuid,NO,null
vendor_referral_credits,referred_vendor_id,uuid,uuid,NO,null
vendor_referral_credits,credit_amount_cents,integer,int4,NO,1000
vendor_referral_credits,status,text,text,NO,'pending'::text
vendor_referral_credits,created_at,timestamp with time zone,timestamptz,YES,now()
vendor_referral_credits,earned_at,timestamp with time zone,timestamptz,YES,null
vendor_referral_credits,applied_at,timestamp with time zone,timestamptz,YES,null
vendor_referral_credits,expires_at,timestamp with time zone,timestamptz,YES,null
vendor_referral_credits,applied_to,text,text,YES,null
vendor_referral_credits,applied_amount_cents,integer,int4,YES,null
vendor_referral_credits,voided_reason,text,text,YES,null
vendor_referral_credits,voided_at,timestamp with time zone,timestamptz,YES,null
vendor_referral_credits,voided_by,uuid,uuid,YES,null
vendor_referral_summary,vendor_id,uuid,uuid,YES,null
vendor_referral_summary,referral_code,text,text,YES,null
vendor_referral_summary,referred_by_vendor_id,uuid,uuid,YES,null
vendor_referral_summary,pending_count,bigint,int8,YES,null
vendor_referral_summary,earned_count,bigint,int8,YES,null
vendor_referral_summary,applied_count,bigint,int8,YES,null
vendor_referral_summary,available_credits_cents,bigint,int8,YES,null
vendor_referral_summary,year_earned_cents,bigint,int8,YES,null
vendor_referral_summary,annual_cap_cents,integer,int4,YES,null
vendor_referral_summary,remaining_cap_cents,bigint,int8,YES,null
vendor_verifications,id,uuid,uuid,NO,uuid_generate_v4()
vendor_verifications,vendor_profile_id,uuid,uuid,NO,null
vendor_verifications,status,USER-DEFINED,verification_status,YES,'pending'::verification_status
vendor_verifications,submitted_at,timestamp with time zone,timestamptz,YES,null
vendor_verifications,reviewed_at,timestamp with time zone,timestamptz,YES,null
vendor_verifications,reviewed_by,uuid,uuid,YES,null
vendor_verifications,notes,text,text,YES,null
vendor_verifications,documents,jsonb,jsonb,YES,'[]'::jsonb
vendor_verifications,created_at,timestamp with time zone,timestamptz,YES,now()
vendor_verifications,updated_at,timestamp with time zone,timestamptz,YES,now()
vendor_verifications,requested_categories,ARRAY,_text,YES,'{}'::text[]
vendor_verifications,category_verifications,jsonb,jsonb,YES,'{}'::jsonb
vendor_verifications,coi_documents,jsonb,jsonb,YES,'[]'::jsonb
vendor_verifications,coi_status,text,text,YES,'not_submitted'::text
vendor_verifications,coi_verified_at,timestamp with time zone,timestamptz,YES,null
vendor_verifications,coi_verified_by,uuid,uuid,YES,null
vendor_verifications,prohibited_items_acknowledged_at,timestamp with time zone,timestamptz,YES,null
vendor_verifications,onboarding_completed_at,timestamp with time zone,timestamptz,YES,null
vendor_vip_customers,id,uuid,uuid,NO,gen_random_uuid()
vendor_vip_customers,vendor_profile_id,uuid,uuid,NO,null
vendor_vip_customers,buyer_user_id,uuid,uuid,NO,null
vendor_vip_customers,added_at,timestamp with time zone,timestamptz,NO,now()
vendor_vip_customers,notes,text,text,YES,null
vertical_admins,id,uuid,uuid,NO,uuid_generate_v4()
vertical_admins,user_id,uuid,uuid,NO,null
vertical_admins,vertical_id,text,text,NO,null
vertical_admins,is_chief,boolean,bool,YES,false
vertical_admins,granted_by,uuid,uuid,YES,null
vertical_admins,granted_at,timestamp with time zone,timestamptz,YES,now()
verticals,id,uuid,uuid,NO,uuid_generate_v4()
verticals,vertical_id,text,text,NO,null
verticals,name_public,text,text,NO,null
verticals,config,jsonb,jsonb,NO,null
verticals,is_active,boolean,bool,YES,true
verticals,created_at,timestamp with time zone,timestamptz,YES,now()
verticals,updated_at,timestamp with time zone,timestamptz,YES,now()
verticals,buyer_fee_percent,numeric,numeric,YES,6.5
verticals,vendor_fee_percent,numeric,numeric,YES,6.5
weekly_booth_rentals,id,uuid,uuid,NO,gen_random_uuid()
weekly_booth_rentals,vendor_profile_id,uuid,uuid,NO,null
weekly_booth_rentals,market_id,uuid,uuid,NO,null
weekly_booth_rentals,week_start_date,date,date,NO,null
weekly_booth_rentals,inventory_id,uuid,uuid,NO,null
weekly_booth_rentals,booth_number,text,text,YES,null
weekly_booth_rentals,price_cents,integer,int4,NO,null
weekly_booth_rentals,status,text,text,NO,'pending_payment'::text
weekly_booth_rentals,stripe_checkout_session_id,text,text,YES,null
weekly_booth_rentals,stripe_payment_intent_id,text,text,YES,null
weekly_booth_rentals,agreement_acceptance_id,uuid,uuid,YES,null
weekly_booth_rentals,booked_at,timestamp with time zone,timestamptz,NO,now()
weekly_booth_rentals,paid_at,timestamp with time zone,timestamptz,YES,null
weekly_booth_rentals,cancelled_at,timestamp with time zone,timestamptz,YES,null
weekly_booth_rentals,created_at,timestamp with time zone,timestamptz,NO,now()
weekly_booth_rentals,updated_at,timestamp with time zone,timestamptz,NO,now()
weekly_booth_rentals,group_id,uuid,uuid,YES,null
weekly_booth_rentals,manager_receives_cents,integer,int4,YES,null
zip_codes,zip,character varying,varchar,NO,null
zip_codes,city,character varying,varchar,NO,null
zip_codes,state,character varying,varchar,NO,null
zip_codes,state_name,character varying,varchar,YES,null
zip_codes,county,character varying,varchar,YES,null
zip_codes,latitude,numeric,numeric,NO,null
zip_codes,longitude,numeric,numeric,NO,null
zip_codes,timezone,character varying,varchar,YES,null
zip_codes,population,integer,int4,YES,null
zip_codes,region_code,character varying,varchar,YES,null
zip_codes,active_market_area,boolean,bool,YES,false
zip_codes,created_at,timestamp with time zone,timestamptz,YES,now()
zip_codes,updated_at,timestamp with time zone,timestamptz,YES,now()
